V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V15,V16,V17,V18,V19,V20,V22,V23,V24,V27,V28,V29,V30,V31,V35,V36,V37,target,label
0.825,0.954,-0.831,-1.616,1.559,2.019,-0.465,-0.26,0.806,0.473,-0.643,1.662,0.937,-0.649,1.202,0.217,1.227,0.069,-0.944,-0.936,1.445,0.347,-1.309,-4.071,-0.451,1.088,0.199,1.039,0.364,-1.136,0.593,,test
0.029,0.212,-1.226,-1.262,1.218,2.221,-0.611,-0.256,-0.636,0.473,-1.096,1.71,1.298,0.177,0.967,-0.185,1.227,0.07,-1.231,-0.904,1.445,0.335,-1.309,-3.374,-0.455,0.975,0.787,0.83,0.364,-0.467,1.023,,test
0.64,0.957,-0.325,-0.924,0.95,2.203,-0.579,-0.249,0.489,0.473,-0.681,1.839,1.004,-0.804,0.906,-0.062,0.961,1.438,-0.536,-0.389,1.626,0.335,-1.31,-3.571,-0.45,0.702,-0.484,0.666,0.364,-1.334,-0.021,,test
0.357,0.47,-1.026,-0.939,0.729,2.069,-0.659,-0.239,-0.113,0.473,-0.613,1.528,0.639,-0.096,0.784,-0.173,0.961,0.076,-0.871,-0.372,1.626,0.251,-1.31,-3.42,-0.453,0.502,-0.445,0.651,0.364,0.032,0.169,,test
0.471,0.887,-0.889,-0.976,0.811,2.249,-0.62,-0.217,0.486,0.473,-0.807,1.723,0.64,0.325,0.364,-0.092,1.227,0.08,-0.803,-0.264,1.068,0.295,-1.309,-3.659,-0.447,0.319,-0.24,0.493,0.364,-0.559,-0.185,,test
0.605,1.251,-0.854,-1.141,1.162,2.115,-0.563,-0.159,0.509,0.473,0.108,1.493,0.72,0.207,0.364,0.103,1.227,0.075,-0.829,-0.306,0.603,0.32,-1.308,-3.718,-0.45,0.181,-0.215,0.493,0.364,-0.049,0.709,,test
1.311,1.611,-0.623,-1.125,1.915,2.223,-0.52,-0.114,1.437,0.473,-0.126,1.753,0.958,-0.191,0.226,0.212,1.227,0.075,-0.506,-0.01,0.51,0.323,-1.308,-4.374,-0.454,0.181,0.924,0.637,0.364,-0.403,0.171,,test
0.899,1.501,-0.683,-1.226,1.578,2.165,-0.494,-0.058,0.775,-0.39,0.133,1.703,0.983,0.435,0.582,0.34,1.227,0.073,-0.727,-0.024,1.822,0.283,-1.31,-3.848,-0.452,0.602,0.192,0.918,0.364,0.207,0.432,,test
0.522,0.92,-0.884,-1.217,1.183,2.238,-0.575,-0.068,0.202,-0.39,-0.015,1.863,0.925,0.277,0.582,0.236,1.227,-0.112,-1.271,-0.039,1.822,0.323,-1.311,-3.445,-0.452,0.765,0.118,0.943,0.364,0.081,0.749,,test
0.449,0.646,-0.997,-1.246,1.237,2.185,-0.692,-0.079,-0.152,-0.39,-0.368,1.725,1.115,0.077,0.793,-0.002,1.492,0.069,-0.982,0.001,0.872,0.335,-1.31,-3.35,-0.453,0.797,0.225,0.874,0.364,-0.075,0.795,,test
-0.337,-0.329,-1.405,-0.928,0.764,2.166,-0.899,-0.132,-1.309,-0.39,0.02,1.765,0.99,-0.339,0.809,-0.263,1.492,-0.499,-0.929,-0.648,1.35,0.327,-1.31,-2.766,-0.457,0.901,0.039,0.792,0.364,0.31,1.738,,test
0.246,0.071,-1.103,-0.78,1.062,2.25,-0.941,-0.227,-0.095,-0.39,-1.159,1.625,1.11,0.535,0.856,-0.538,1.492,0.073,-0.971,-0.733,1.445,0.34,-1.31,-3.168,-0.455,0.939,0.285,0.484,0.364,-1.339,0.142,,test
0.961,1.156,-0.486,-0.644,0.99,2.012,-0.852,-0.278,0.767,-0.39,-0.562,1.333,0.734,0.659,0.707,-0.125,1.227,-0.99,-0.982,-0.59,0.314,0.339,-1.311,-3.734,-0.455,0.939,-0.38,0.38,0.364,-0.608,-0.673,,test
0.219,0.292,-0.971,-0.655,1.183,2.004,-0.795,-0.21,-0.449,-0.39,0.626,1.418,1.005,1.032,0.707,0.089,1.227,0.074,-1.167,-1.051,0.314,0.328,-1.31,-3.241,-0.453,0.41,-0.457,0.625,0.364,0.592,0.678,,test
0.484,0.928,-0.717,-0.689,1.244,2.161,-0.68,-0.191,0.35,-0.39,-0.198,1.791,1.166,0.825,0.516,-0.061,1.227,0.081,-1.437,-0.863,0.314,0.339,-1.311,-3.281,-0.45,0.581,-0.109,0.625,0.364,-0.45,0.122,,test
0.238,0.365,-0.958,-0.729,1.401,2.316,-0.693,-0.175,-0.306,-0.39,-0.604,1.955,1.4,0.107,0.497,0.03,1.227,0.07,-1.107,-0.941,1.257,0.33,-1.31,-2.977,-0.454,0.586,0.249,0.615,0.364,-0.231,0.696,,test
0.581,0.867,-0.674,-0.674,1.074,2.114,-0.704,-0.196,0.464,-0.425,-0.611,1.501,0.881,0.832,0.439,-0.176,1.227,0.076,-1.319,-0.938,1.445,0.33,-1.309,-3.272,-0.454,0.317,-0.103,0.571,0.364,-0.642,-0.24,,test
0.903,1.387,-0.518,-0.631,1.553,2.147,-0.634,-0.182,0.711,-0.605,0.033,1.681,0.806,0.785,0.173,0.06,1.492,0.074,-1.507,-0.657,1.445,0.333,-1.055,-3.501,0.209,0.147,0.262,0.567,0.364,-0.15,0.056,,test
0.995,1.449,-0.226,-0.648,1.415,2.174,-0.6,-0.136,0.783,-0.821,-0.115,1.648,0.518,1.334,0.173,0.184,1.492,0.082,-0.949,-0.588,1.445,0.308,-0.751,-3.565,1.522,0.086,-0.332,0.845,0.364,0.043,-0.77,,test
0.755,1.168,-0.37,-0.615,1.452,2.224,-0.459,-0.092,0.664,-0.821,0.325,1.768,0.869,1.009,-0.001,0.404,1.492,0.08,-0.925,-0.601,1.445,0.327,-0.753,-3.426,1.523,-0.043,-0.177,0.845,0.364,0.369,0.171,,test
0.816,1.4,-0.307,-0.608,1.714,2.228,-0.437,-0.039,0.813,-0.821,0.175,1.773,0.783,1.125,0.009,0.387,1.492,0.07,-0.848,-0.642,0.352,0.335,-0.752,-3.479,1.522,-0.056,0.092,1.015,0.364,0.029,0.198,,test
0.795,1.094,0.237,-0.611,1.054,2.247,-0.32,0.008,0.727,-0.821,-0.535,1.677,0.649,1.368,0.041,0.402,1.492,0.075,-0.371,-0.539,0.133,0.338,-0.75,-3.299,1.52,0.23,-0.457,1.119,-2.25,-0.341,-0.881,,test
0.977,1.265,-0.205,-0.592,1.444,2.249,-0.241,0.075,0.741,-0.821,-0.043,1.734,0.87,0.978,0.141,0.642,1.492,0.074,-0.517,-0.349,1.626,0.344,-0.465,-3.448,1.522,0.108,-0.45,1.129,-3.556,-0.188,-0.214,,test
0.506,0.742,-0.515,-0.619,1.801,2.115,-0.264,0.138,0.257,-0.821,0.511,1.416,1.472,1.028,0.286,0.57,1.492,0.077,-0.829,-0.612,1.626,0.35,-0.753,-3.178,-0.457,0.485,-0.418,1.159,0.364,0.569,0.337,,test
0.941,1.479,-0.374,-0.615,1.637,2.13,-0.289,0.163,0.714,-0.821,0.162,1.508,1.159,1.037,0.488,0.408,1.492,0.072,-1.057,-0.44,1.445,0.35,-1.191,-3.251,-0.455,0.842,-0.132,1.159,0.364,0.173,0.172,,test
0.912,1.734,-0.487,-0.488,1.368,2.19,-0.295,0.189,0.658,-0.821,0.219,1.626,1.047,0.543,1.081,0.436,1.713,0.074,-1.017,-0.454,1.596,0.353,-1.31,-3.182,-0.457,0.842,0.002,1.163,0.364,0.01,0.777,,test
0.775,1.383,-0.522,-0.501,1.195,2.317,-0.386,0.187,0.591,-0.821,0.081,2.03,1.151,-0.484,1.081,0.266,1.492,-0.95,-0.52,-0.464,1.626,0.357,-1.314,-3.048,-0.457,1.412,0.373,1.213,0.364,-0.18,0.588,,test
-0.345,-0.223,-0.818,-0.514,0.232,2.022,-0.637,0.114,-1.002,-0.821,-0.256,1.209,0.445,0.456,1.567,-0.309,1.492,-2.777,-0.583,-1.01,0.314,0.336,-1.318,-2.467,-0.457,1.644,-3.474,1.06,0.364,0.899,-0.042,,test
-0.991,-0.969,-1.382,-0.622,-0.118,2.424,-0.805,-0.056,-1.798,-0.821,0.142,2.403,0.287,-0.736,1.616,-0.283,1.492,-3.576,-0.651,-1.614,0.314,-1.056,-1.316,-2.088,-0.456,1.451,-2.575,1.06,0.364,-0.374,1.965,,test
-1.342,-1.621,-1.524,-0.957,-0.379,2.052,-1.128,-0.185,-2.293,-0.821,-2.139,1.114,-0.259,1.002,1.616,-1.228,1.492,0.071,-0.702,-1.635,0.314,0.29,-1.316,-1.745,-0.453,1.408,0.248,0.418,0.364,-0.917,1.017,,test
-0.145,-0.034,-1.263,-1.042,0.635,2.352,-1.129,-0.281,-0.588,-0.821,-2.139,1.788,0.456,0.208,1.38,-1.036,1.492,-3.583,-0.87,-0.901,0.779,0.25,-1.087,-2.194,-0.457,1.394,-0.345,-0.139,0.364,-2.493,0.902,,test
-0.741,-0.218,-1.2,-1.192,0.204,2.431,-1.168,-0.348,-1.138,-0.821,0.319,2.405,-0.002,-0.261,0.782,-0.883,1.492,-0.113,-0.727,-1.185,0.872,0.363,-0.886,-2.213,-0.457,0.652,-0.069,-0.167,0.364,-1.035,2.138,,test
0.023,-0.155,-1.066,-1.119,0.317,2.162,-1.18,-0.436,-0.225,-0.821,-1.19,1.57,-0.074,0.718,0.728,-1.127,1.492,0.533,-0.811,-0.785,1.445,0.343,-0.884,-2.478,-0.455,0.345,-0.115,-0.308,0.364,-0.016,-0.677,,test
0.639,0.764,-0.713,-1.015,0.702,2.468,-1.029,-0.434,0.423,-0.821,-0.384,1.977,0.013,1.152,0.206,-0.435,1.492,0.53,-0.998,-0.475,1.445,0.341,-0.138,-2.784,-0.452,-0.034,0.353,-0.399,0.364,-0.949,-0.657,,test
0.894,0.894,-0.574,-0.795,0.833,2.453,-0.808,-0.372,0.528,-0.821,-0.431,2.131,-0.083,1.016,0.206,0.006,1.492,0.539,-1.046,0.053,1.626,0.344,0.757,-3.048,-0.455,-0.212,-0.182,0.01,0.364,-0.357,-0.443,,test
0.491,0.486,-0.253,-0.028,0.586,2.431,-0.645,-0.297,0.376,-1.036,0.406,2.378,-0.175,0.409,-0.229,0.346,2.023,-0.442,-1.376,0.74,1.79,-1.744,1.028,-3.138,-0.453,-0.477,-0.077,0.01,-4.21,-0.58,-0.425,,test
0.965,0.96,-0.523,0.524,1.888,2.44,-0.624,-0.235,0.746,-1.144,-0.723,2.363,0.439,-0.402,-0.353,0.197,2.023,-0.393,-0.836,0.832,1.822,-0.196,0.09,-3.336,-0.456,-0.562,0.107,0.245,-0.349,-0.406,-0.363,,test
0.461,0.591,-0.587,0.7,1.576,2.252,-0.713,-0.218,-0.125,-1.252,-0.228,1.713,1.396,1.15,-0.085,0.039,2.023,-0.384,-0.263,0.171,1.445,-0.19,0.091,-3.169,2.142,-0.018,-0.457,0.346,-0.349,-0.257,-0.383,,test
1.375,1.159,-0.101,0.657,1.536,2.225,-0.551,-0.16,1.364,-1.252,0.344,1.791,0.422,0.342,-0.032,0.156,1.581,0.531,-0.581,0.055,1.445,0.063,-0.465,-3.551,2.143,0.232,-0.267,0.38,0.364,0.058,-1.605,,test
1.125,1.2,-0.417,0.657,1.747,2.37,-0.51,-0.104,0.9,-1.252,1.122,2.279,0.573,-0.309,0.358,0.59,2.023,-0.868,-0.169,-0.229,1.822,0.349,-0.465,-3.378,2.142,0.274,-0.635,0.589,0.364,1.034,0.284,,test
0.659,0.766,-0.653,0.596,1.408,2.344,-0.576,-0.065,0.386,-1.252,-0.26,1.87,1.253,0.716,0.358,0.31,2.023,0.987,-0.552,-0.527,1.822,0.344,-1.208,-3.115,-0.457,0.902,-0.09,0.74,0.364,0.456,0.026,,test
1.157,1.141,-0.087,0.271,1.249,2.375,-0.523,-0.035,1.065,-1.252,0.63,1.936,0.839,0.493,0.9,0.32,1.802,0.979,-0.695,-1.349,1.822,0.338,-1.31,-3.228,-0.457,1.039,1.307,0.74,0.364,0.348,-1.156,,test
0.798,1.046,-0.094,0.144,1.201,2.235,-0.519,-0.039,0.516,-1.252,-0.284,1.342,0.991,1.906,1.066,0.511,2.023,0.472,-1.054,-1.128,0.51,0.343,-1.313,-2.907,-0.458,0.921,-0.14,0.894,0.364,0.85,-1.245,,test
0.949,1.012,-0.185,0.349,0.973,2.21,-0.316,0.025,0.74,-1.252,-0.444,1.584,0.421,1.443,0.977,0.732,2.023,0.071,-1.243,-0.886,0.51,-0.2,0.088,-2.948,-0.458,0.516,0.237,0.893,-0.171,-0.541,-0.576,,test
1.116,1.053,0.315,0.317,0.802,2.106,-0.164,0.088,0.82,-1.036,-0.713,1.373,0.322,1.251,0.977,0.759,2.023,0.066,-0.787,-0.6,1.822,-0.192,0.089,-3.241,-0.458,0.312,0.159,0.884,-0.349,-1.008,-1.558,,test
1.151,0.801,0.847,0.221,0.823,2.342,-0.012,0.149,1.212,-1.018,0.885,1.807,-0.001,1.557,0.378,0.917,2.023,0.077,-1.18,-0.665,1.659,-0.195,0.092,-3.172,-0.452,-0.048,0.66,0.825,-0.349,0.511,-2.134,,test
0.868,0.67,1.052,0.093,0.285,2.105,0.155,0.246,0.696,-0.821,0.588,1.534,0.04,0.695,0.083,1.139,2.023,-0.294,-0.934,-0.665,1.626,-0.199,0.091,-2.953,-0.457,-0.199,0.651,0.825,-0.349,0.673,-1.607,,test
0.557,0.616,0.182,0.041,0.64,2.424,0.12,0.281,0.403,-0.821,-0.069,1.988,0.176,0.24,0.024,1.258,2.023,-0.296,-0.412,-0.851,1.068,0.301,0.092,-2.794,2.145,-0.506,0.611,0.647,-0.289,0.337,-0.01,,test
0.89,1.06,0.564,-0.038,0.804,2.118,0.033,0.29,0.986,-0.821,-0.552,1.463,0.205,0.979,-0.329,0.957,2.023,-2.89,-0.412,-0.91,1.068,-1.868,0.087,-3.242,1.397,-0.538,-3.368,0.651,0.008,-0.691,-1.378,,test
-0.447,-0.743,-0.263,-0.174,-0.016,2.227,-0.085,0.294,-1.379,-0.821,1.584,1.574,-0.5,0.927,-0.225,0.73,2.023,-0.285,-0.958,-1.486,1.445,0.329,0.09,-2.499,-0.457,-0.302,-0.336,0.689,0.364,1.592,0.415,,test
0.468,0.486,-0.069,-0.196,0.486,2.536,-0.136,0.299,0.405,-0.821,-1.057,2.213,0.171,-0.003,-0.191,0.543,2.2,-0.287,-0.851,-1.494,1.445,0.353,0.09,-2.668,-0.455,0.0,0.466,0.617,0.364,-0.727,0.234,,test
0.862,0.964,0.008,-0.125,0.789,2.248,-0.234,0.266,0.881,-0.821,-1.015,1.621,0.235,0.698,0.129,0.41,2.288,-0.297,-1.1,-1.328,1.445,0.353,0.091,-2.993,-0.459,0.122,0.22,0.617,0.364,-1.065,-0.342,,test
1.065,0.91,0.265,-0.089,0.928,2.344,-0.201,0.264,0.961,-0.821,-0.11,2.01,-0.109,-0.066,0.129,0.721,2.023,-0.672,-0.766,-0.683,1.822,0.329,0.091,-3.063,-0.454,0.12,-0.378,0.707,0.364,-0.275,-0.189,,test
0.5,0.568,0.265,-0.045,0.806,2.484,-0.195,0.291,0.344,-0.821,0.293,2.279,0.382,-0.043,0.224,0.806,2.023,-0.755,-1.065,-1.189,1.822,0.352,0.09,-2.641,-0.454,0.166,0.208,0.707,0.364,-0.156,0.335,,test
0.59,0.733,-0.114,-0.741,0.761,2.478,-0.257,0.284,0.562,-0.821,0.138,2.214,0.226,-0.235,0.236,0.504,2.023,-0.757,-0.683,-1.472,2.199,0.345,0.09,-2.752,-0.457,0.137,0.22,0.707,0.364,-0.02,-0.019,,test
0.552,0.735,-0.36,-1.039,1.061,2.32,-0.378,0.242,0.269,-0.821,0.589,1.999,0.308,-0.68,0.24,0.438,1.492,-0.566,-0.446,-1.641,1.722,0.345,0.088,-2.759,-0.453,0.205,0.33,0.782,0.364,0.971,0.067,,test
0.681,0.929,-0.368,-1.172,1.212,2.231,-0.501,0.215,0.528,-0.821,-0.757,1.763,0.775,-0.615,0.406,0.198,1.492,-0.571,-0.518,-1.356,1.626,0.337,0.092,-2.783,-0.454,0.351,-0.02,0.782,0.364,-0.565,0.045,,test
0.828,1.123,-0.241,-1.225,0.963,2.336,-0.558,0.202,0.84,-0.821,-1.147,1.844,0.529,-0.116,0.406,0.203,1.492,-0.571,-0.336,-0.857,1.445,0.329,-0.156,-2.848,-0.452,0.613,0.179,0.858,0.364,-0.986,-0.031,,test
0.978,1.322,-0.329,-1.148,1.296,2.347,-0.554,0.214,0.86,-0.821,-0.273,1.934,0.785,-0.812,0.76,0.203,1.492,-0.566,-0.349,-0.486,1.445,0.328,-1.314,-2.889,-0.455,0.613,1.301,0.871,0.364,-0.301,0.32,,test
0.819,0.761,-0.637,-1.089,1.385,2.347,-0.679,0.173,0.513,-0.821,-0.191,1.866,0.871,-0.206,1.179,0.128,1.492,-0.568,-0.276,-0.562,1.445,0.257,-1.315,-2.853,-0.459,1.218,0.293,1.017,0.364,0.249,0.144,,test
1.27,1.459,0.249,-0.675,1.649,2.111,-0.678,0.167,1.192,-0.821,-0.672,1.44,1.155,0.383,1.319,0.484,1.492,-0.566,-0.886,-0.13,1.131,0.321,-1.315,-2.966,-0.457,1.405,-0.129,1.095,0.364,-0.705,-0.194,,test
1.223,1.236,0.025,-0.642,1.339,2.324,-0.595,0.191,1.156,-0.821,0.716,2.068,0.961,-1.444,1.668,0.548,1.492,-0.57,-0.342,-0.321,1.068,0.332,-1.313,-2.912,-0.451,1.421,1.05,1.095,0.364,0.139,0.108,,test
0.137,-0.139,-0.722,-0.785,0.566,2.13,-0.755,0.108,-0.643,-0.821,1.301,1.107,0.766,0.755,1.682,0.123,1.492,-0.565,-0.894,-1.042,0.133,0.293,-1.314,-2.465,-0.453,1.486,0.37,1.174,0.364,2.186,0.384,,test
0.877,0.814,0.218,-0.913,0.998,2.402,-0.627,0.104,0.687,-0.821,-0.094,2.34,0.785,-1.522,1.575,0.415,1.227,-2.819,-0.46,-1.141,0.133,0.349,-1.317,-2.576,-0.459,1.167,-3.089,0.972,-2.25,-0.415,0.132,,test
-0.986,-1.009,-1.153,-1.496,-0.168,2.55,-0.862,0.049,-1.865,-0.821,1.184,2.447,0.289,-1.128,1.208,0.361,1.47,-0.096,-0.531,-2.064,0.872,0.337,-1.315,-1.824,-0.455,0.966,1.233,0.765,-2.25,1.386,2.122,,test
0.061,0.178,-0.331,-1.461,0.593,2.278,-1.034,-0.057,-0.118,-0.821,-2.073,1.333,0.383,1.302,1.208,-0.559,1.492,0.063,-0.83,-1.689,1.664,0.332,-1.315,-2.119,-0.456,1.102,0.141,0.361,0.364,-1.484,-0.665,,test
0.856,0.575,0.622,-1.363,0.727,2.423,-0.826,-0.117,0.673,-0.821,-1.45,2.04,0.065,0.561,1.01,-0.285,1.227,0.081,-1.168,-1.402,1.822,0.345,-1.312,-2.669,-0.453,0.634,-0.279,0.361,0.364,-1.661,-1.839,,test
1.289,0.83,0.217,-1.372,0.968,2.223,-0.655,-0.045,1.073,-0.821,0.017,1.967,-0.196,-0.688,0.283,0.558,1.227,-1.906,-0.754,-0.893,1.445,0.345,-1.312,-3.078,-0.456,-0.042,-2.55,0.296,0.364,-0.234,-0.663,,test
0.875,1.097,-0.522,-1.37,2.412,2.261,-0.721,-0.022,0.579,-0.821,1.227,1.851,1.388,-0.093,0.167,0.588,1.227,0.081,-0.646,-0.855,1.445,0.35,-1.311,-3.004,-0.455,0.201,-0.248,0.477,0.364,0.999,0.862,,test
1.494,1.193,0.757,-1.362,1.551,2.123,-0.655,-0.004,1.278,-0.821,-0.095,1.582,0.75,0.479,0.167,0.577,1.227,-0.569,-0.736,-0.544,1.626,0.349,-1.312,-3.127,-0.456,0.611,-0.089,0.493,0.364,0.059,-1.593,,test
1.418,1.138,0.468,-1.36,1.39,2.276,-0.528,0.088,1.196,-0.821,-0.408,1.976,0.353,-0.787,0.592,0.772,1.227,-0.573,-0.422,-0.385,0.998,0.349,-1.311,-3.055,-0.456,0.611,-0.089,0.762,0.364,-0.329,-0.376,,test
0.484,0.523,-0.416,-1.315,1.056,2.412,-0.638,0.125,0.029,-0.821,0.652,1.963,0.774,0.214,0.683,0.811,1.227,-0.381,-0.791,-0.05,0.872,0.355,-1.311,-2.541,-0.451,0.481,0.408,0.835,0.364,0.829,0.843,,test
0.981,0.956,0.21,-1.196,1.066,2.381,-0.618,0.13,0.882,-0.821,-0.79,2.075,0.535,0.171,0.719,0.491,1.227,-1.478,-0.708,0.323,0.872,0.345,-1.311,-2.697,-0.456,0.783,-1.336,0.939,0.364,-0.661,-0.325,,test
1.564,1.279,0.068,-0.61,1.621,2.233,-0.573,0.161,1.632,-0.821,0.014,1.858,0.404,-0.182,0.77,0.635,1.536,-0.388,-0.498,0.545,0.872,0.319,-1.31,-3.139,-0.453,0.592,0.922,0.949,0.364,-0.461,-0.429,,test
1.437,1.286,0.069,-0.583,1.502,2.471,-0.518,0.199,1.589,-0.821,0.875,2.04,0.395,0.534,0.951,0.783,1.758,-0.386,-0.447,0.393,1.822,0.316,-1.31,-2.913,-0.453,0.753,2.014,0.949,0.364,0.777,-0.464,,test
0.813,0.905,0.345,-0.697,0.963,2.388,-0.358,0.282,0.713,-0.821,1.18,2.303,0.475,-0.747,0.923,1.095,2.023,-2.937,-0.609,0.028,1.822,0.357,-1.313,-2.587,-0.453,0.622,-3.55,1.045,0.364,0.68,0.131,,test
0.185,-0.129,-0.477,-0.776,1.056,2.191,-0.547,0.287,-0.492,-0.821,0.367,1.845,0.516,-0.989,0.92,0.403,1.492,-0.384,-0.409,-0.525,1.822,0.347,-1.314,-2.536,-0.457,0.761,-0.145,1.016,0.364,1.509,-0.574,,test
-0.409,-0.537,-1.049,-0.772,0.609,2.332,-0.817,0.153,-1.167,-0.821,-0.081,2.255,0.664,-1.65,0.932,0.325,2.023,-0.373,-0.429,-1.267,0.314,0.347,-1.316,-2.049,-0.452,1.069,-0.385,0.976,0.364,0.249,1.576,,test
-1.772,-1.847,-1.717,-1.208,-0.232,2.415,-1.203,0.003,-2.871,-0.821,-0.379,2.341,0.364,-1.613,1.366,-0.656,2.023,1.034,-0.511,-2.228,0.314,0.356,-1.308,-1.524,-0.451,1.069,-0.299,0.689,0.364,-0.13,2.351,,test
-2.048,-2.179,-1.974,-1.673,-0.554,2.4,-1.589,-0.23,-3.041,-0.821,-1.037,2.293,0.09,-1.324,1.366,-1.238,1.492,1.441,-0.122,-2.531,2.199,0.357,-1.307,-1.294,-0.454,1.844,-0.495,0.259,0.364,-1.063,2.413,,test
0.088,0.2,-1.212,-1.64,0.183,2.267,-1.633,-0.408,0.079,-0.821,-2.579,1.862,0.535,-0.039,1.882,-1.565,1.492,-0.579,-0.332,-1.441,2.048,0.349,-1.311,-2.254,-0.454,1.914,0.059,-0.458,0.364,-2.57,-0.337,,test
1.26,1.071,-0.545,-1.514,1.274,2.134,-1.473,-0.429,1.254,-0.821,-1.062,1.607,0.781,0.109,1.735,-0.704,1.426,-0.567,-0.394,-0.998,2.018,0.292,-1.314,-2.842,-0.454,1.398,1.145,-0.266,0.364,-1.8,-1.116,,test
1.221,1.098,-0.822,-1.414,1.702,2.281,-1.381,-0.402,0.448,-0.821,1.051,1.907,1.187,-0.286,1.661,-0.245,1.227,-1.485,-0.592,-0.514,0.872,0.255,-1.313,-2.848,-0.453,1.055,1.198,-0.266,0.364,0.979,0.202,,test
-0.382,-0.431,-1.483,-1.472,0.68,2.585,-1.484,-0.398,-1.556,-0.821,2.275,2.667,0.527,-1.532,1.408,-0.382,1.492,-2.934,-0.262,-1.112,0.872,0.344,-1.312,-2.363,-0.45,1.345,-2.992,0.293,0.364,2.179,2.499,,test
-1.951,-1.872,-2.027,-0.776,-0.743,2.593,-2.039,-0.696,-2.938,-0.821,-2.564,2.531,0.768,-1.461,1.435,-1.553,1.492,-3.302,-0.523,-1.516,1.445,-1.589,-1.315,-1.431,-0.455,1.472,-4.186,-0.061,0.364,-2.18,2.119,,test
-0.988,-1.93,-4.25,-0.297,-0.395,2.057,-5.649,-5.442,-3.417,0.904,-2.58,1.525,-0.733,-2.05,2.393,-5.508,1.492,-0.576,-0.451,-0.305,-0.621,0.37,0.511,-6.236,-0.449,1.593,0.056,-7.051,0.364,-2.608,1.758,,test
-0.048,-0.494,-3.848,-0.246,0.183,2.147,-5.078,-5.141,-2.174,0.904,-2.581,1.557,-0.161,-1.149,1.478,-4.388,1.227,-0.561,-0.374,0.522,-0.063,0.353,0.505,-6.874,-0.449,0.849,-0.231,-6.991,0.364,-2.608,1.678,,test
-0.113,-0.401,-3.623,0.058,0.602,2.119,-4.563,-4.798,-2.216,0.904,-1.213,1.643,-0.02,-0.08,1.295,-3.457,1.227,-0.578,-1.256,1.157,-0.063,0.36,0.508,-6.872,-0.45,0.302,-0.538,-5.057,0.364,-1.383,1.532,,test
-0.389,-0.495,-3.434,0.602,0.653,2.268,-3.997,-4.409,-2.193,0.904,-0.039,2.14,0.664,-2.232,0.466,-2.731,1.227,0.075,-0.47,0.454,-0.063,0.364,0.509,-6.872,-0.45,0.194,0.3,-4.328,0.364,-1.29,1.704,,test
-0.087,-0.378,-3.097,0.567,1.27,2.063,-3.608,-4.097,-1.733,0.904,-0.548,1.541,1.191,-0.228,0.142,-2.642,1.227,0.073,-1.118,0.274,0.133,0.364,0.507,-6.872,3.824,0.164,-0.414,-3.726,0.364,0.215,0.555,,test
-0.299,-0.36,-3.325,0.38,0.796,2.235,-3.258,-3.772,-2.061,0.904,0.928,2.047,1.029,-2.431,0.142,-2.027,1.227,0.066,-0.199,-0.849,0.133,0.364,0.513,-6.872,2.916,0.086,0.17,-2.967,0.364,0.112,1.994,,test
0.044,-0.003,-3.05,0.37,0.378,2.084,-3.096,-3.547,-1.056,0.904,-0.607,1.552,1.119,-0.84,0.021,-2.306,1.492,0.437,-0.639,-0.947,0.51,0.36,0.507,-6.872,-0.452,0.124,1.678,-2.719,0.364,0.152,0.562,,test
0.785,0.673,-2.693,0.37,0.561,2.201,-2.806,-3.265,-0.148,0.904,-1.034,1.915,0.095,-1.45,0.007,-1.818,1.492,0.426,-0.578,-0.798,0.033,0.348,0.508,-6.873,-0.452,-0.222,-0.567,-2.359,0.364,-0.768,0.305,,test
0.44,0.627,-2.76,0.287,0.863,2.308,-2.624,-3.046,-0.492,0.904,0.124,2.104,0.422,-1.703,-0.146,-1.387,1.492,0.529,-0.756,-1.032,-0.063,0.363,0.681,-6.873,-0.452,-0.193,0.397,-1.657,0.364,-0.409,1.265,,test
0.817,0.617,-2.459,0.114,0.712,2.237,-2.434,-2.822,0.234,0.904,-1.019,1.811,0.06,-0.912,0.01,-1.537,1.227,0.521,-0.986,-0.712,-0.063,0.356,0.52,-6.873,-0.449,0.064,0.175,-1.517,0.364,-0.612,-0.252,,test
0.965,0.728,-2.18,-0.037,0.496,2.253,-2.149,-2.625,0.611,0.904,-1.15,1.834,-0.135,-0.664,0.01,-0.985,1.227,0.523,-0.983,-0.599,-0.063,0.361,0.371,-6.873,-0.453,0.035,0.175,-1.088,0.364,-1.028,-1.061,,test
0.951,0.617,-2.185,0.008,0.429,2.37,-1.83,-2.304,0.44,0.904,-0.42,2.229,-0.303,-1.915,-0.085,-0.51,1.492,0.526,-0.183,-0.218,0.51,0.361,0.373,-6.873,1.287,-0.278,1.4,-1.088,0.364,-0.76,-0.301,,test
1.222,1.062,-2.074,0.223,0.929,1.742,-1.705,-2.123,0.586,0.904,-0.068,0.971,0.022,-0.112,-0.208,-0.503,1.315,0.53,-0.632,-0.013,0.196,0.34,0.372,-6.872,1.29,-0.447,0.587,-0.8,0.364,-0.133,-0.932,,test
